body_sha256	regex_task	final_task	provenance	reviewer_confidence	reviewer_batch	reviewer_rationale
4f3c282a0ad2a5c9ea6cfa8a20924e36da7e919eee8435b8ee4e2177d439e7af	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
4fbf16ffdd05551d2c10eef81c03bf72e8fdc28843f9036d82592f3c76e6975d	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
518aa25b010a1599bdec48c57393266abfdc4016d03cee6e70280b31ec77829a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
52eb3b0fca538e8846079cff3d3bc752329be0ceab63f0c28a17df94cd0f9bd9	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
564574a37d387291aa04f3f9d2171eb296f126958a6f2ea7a0715eed8cf8629e	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
56d27a201e30ac1e67bb5070473ea8ad1087a699fb27a41473efc371aa09c547	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
59b11f596b9a85d27ae0885cfb403598230916bdc169d9be8a76fac4f0da0196	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
59cf94b21e2bf8f92c20fa965a5cdac5496596c9e282c020d2560c00c0cf1061	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
5a4af4e6415d2509bf2e245a8db136e7ae985f9d8a637d55f25b4593d06167fc	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
5ba1db72cce10a02661602e0239ddc0f9958530333e714d156d9b93a2607665e	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
5c13088a197840ac60fecd4259d17204c6b78c18184a96cc704ee1ca7a640be4	unknown	idph-iowa-thyroid	reviewer_upgraded_from_unknown	high	04	IowaUrgentQ5 with scaffold deadline and expected oldest=NA — Iowa Q5 race coordination.
5c2bfe464094270e48e40c01fbea7fa53916110eb3dac31a2b6701b5126248ab	unknown	idph-iowa-thyroid	reviewer_upgraded_from_unknown	high	04	IowaBreastReply Tableau Age Groups filter details plus Q4/Q5 deadlines — Iowa cancer-data fast-follow coordination.
5e89520b65d5cb0770e2e419ea0c2148cccf0c6f052c383d09bcea60d30ff01f	idph-iowa-thyroid	idph-iowa-thyroid	reviewer_confirmed	high	05	Confirms current_task; IowaCacheShare2 mapping cancer sites to data.idph URL fragments.
60fdf30777817b37478e937cee50d571fb78afe87f950baa0f7fee1b17aa027a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
619bdd37b495dbd7415e2e04f156d7dc5ff94ed2715e7e34f3ccc6438f872230	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
6305fbbc189f52fdbe212ea468217a7838931a96f1d3707f1f40aceca63753f0	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
668b323857de718b0a50af54b79c71ed419ff413a6e81431acbbbf5ef708345e	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
66bd8d6e799121412bb3130205c2f3a0196670ab7b24c95dc7e371fddbdbc823	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
6878bd57a65cf6739094a67505375cc22804e5b7e09fa0c6ff19203faa48b196	unknown	idph-iowa-thyroid	reviewer_upgraded_from_unknown	high	01	IowaFullAnnualCacheA title with gzip+base64 JSON payload — canonical Iowa cancer/tumor cache dump.
6b03d72ef05cadd07dc98d389697080880bb3ac9b5597dc137ee82fa75b1a8e7	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
6d02bd1f8e939907a38748b254cfc24e87923529873c3dc1b1998cb376f29b12	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
6e201010d33182aa854601b045c172f966d13f7d81714a2117e3e16644d8398d	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
6ebe070bd70302374c9d8d28024ed42888b80297fe6305cdd9e4751cfa55d813	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
6f6e3acc9d7d987784c4d5b9412297bce9f81ca6287373a25d4e540e0abe826d	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
7094eb4cda0d93ab2d75a79aba2d4dbd524391c8ee9a390e9760b92eee6c043c	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
7260e3ebcefaf77b7cef868338e83f3b9e4d630da18ddb5dcd497f91d1a64698	unknown	idph-iowa-thyroid	reviewer_upgraded_from_unknown	medium	04	IowaProbe body hello — Iowa-series handshake probe under Iowa title.
77f1a1617f3bac74e53ff6862213f1fd4db9c0c702b82b8c9b2ec5b273a4d8ba	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
790e2773bfb94847f026415dadf8250c00af4bcafec0a9688b71e4a63a52fb33	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
7a2b9f9b4093f03e6bd5e5c371ab6b5a6eabe0b1aee9236705b327dd2bb62749	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
7dc35d9eaaefee137f2bc16a0f69ee24e32ded71aa34dc8275d23304731b17fd	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
80b0ca04a0a40d4ea69433cc56996d969bf3add26fd1536da728f2d8eb644460	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
82a48823d2c232dd7ca3577ea2b9c5d1d51f624c71eecea6af32fd0a2b5efa23	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
82d79e1c5356ed8057a2d2d6a1201d7845a4934eddcac0a981332be05264b347	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
859c36a72691bde88cd6666a8fd87c608617f6c70cea7b260a03f4f39154f6f5	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
8600a033c00ce60167adc2c3503f7ef5f168c6118a4822964e05dd9dce5f77d7	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
86be35fedf40fb5422ecf97bc1382fe5f3fae3a08b6b77dae3946fe0f18187c6	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
87d2f8bad1d3834f110cc81aab2a77e67cf77652412459d9565e6e8a7b4d7632	unknown	idph-iowa-thyroid	reviewer_upgraded_from_unknown	high	04	IowaChildhoodRequest coordinating Iowa Tableau childhood-cancer CSV export — canonical Iowa health-data swarm task.
89310453bfdce10f0dfa3dec6eebb0e70438d2c248f67e424b4b6270f2dcb4c7	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
8b24175b8735f35ed5f68d031508b7a374757248e920b4bc81158038dbbccfbd	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
8c390e49904a4fe5000eafa4afbf3b49bfb4da478ac44092aafb1bb11b872413	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
8c88e2fdd47fef79457694baefa7838caa82e2b0d5e0a9dbbbbd4c847e63799b	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
8f1afafa6b3784aa343af37e69552412136b35d9a43e32776f00467ee096a4ea	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
95140cf9128a6d32d50ff4e5f3dafc8def145e949512426c20e5189aa51235a8	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
961f8f5e7a22923a26284cb0fa5b8699d5f3bee7d0a5227c6be14c2e428f0320	idph-iowa-thyroid	idph-iowa-thyroid	reviewer_confirmed	high	05	Overrides fast-follow-question-bench; IowaCollabReply Q4 65-84 age-group Iowa cancer data — more specific.
96b9c180b578f19d6831546d9af3e05aa628f892b896a582185165cb1c36befd	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
9705a34f469f8574a3c2de273db1e01a5a0cd71cbfbcda68f206bb90f8f98658	idph-iowa-thyroid	idph-iowa-thyroid	reviewer_confirmed	high	05	Overrides fast-follow-question-bench; IowaPostFinalRequest about Q4/Q5 Iowa cancer prompt — Iowa-specific.
97e3ba2eaf052a84923e1901f908cdcee19ab8b9fa76e9f7d6b2186ed7494a18	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
9945c6b38691ea59a23cf1c2f50c797901552d434681bb131ff7be87c5ba8421	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
9a765c2871d306751a35f06f42d6bb5af3661d11bfb6de1b4d7a108a012a21f9	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
9c14fa35514d45d6523618b9feddd12da58b9962bfaab7370c97243325bd1755	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
9dcc959f9d3a075a0f7c3cdbeda10f21690e5f0b6245d0f37bdc8e3a2d98f667	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
9e6c7541fad6fc5f60bb8c8dbcadab59d2d7c32a9ed7b9688d830f30493fd8ec	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
9f9bed1b5fbcad806eb72f3cf0512c53aab818d8a34cbd987b0f5ca4342873f9	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
a26f7056cc8c7aa0b35b6e0d93828d093f5a8b22c6c41aaff60a9733ac449926	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
a531a76b9731db1923e3974b0b2e5d72442500cb722de031c07b1f13a6eff91e	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
a81ac15a027227ada973a6d1c0663d1683e50739e1e631cdac3b904b27439e51	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
a85140f0e62b15fedcb63e933278e5f6894efb180ba2d161cecfe32574f85054	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
a9375d5a1b1ae062cb8b266b957964889f747ea5dd2ca03c5eea66f972b7c0fe	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
acbb33dcb151231cbd49bd25e8bef7c366a6c395d91faa70cc78aa6de3981b93	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
b2719aab09525761f85d1236fb60bf848e1b30e27ba3f40b214bd5f09db7f34a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
b34966af525c5aee5883002ca8a5e0508536a1eab777ef8f62636fdebb7ff5b4	idph-iowa-thyroid	idph-iowa-thyroid	reviewer_confirmed	high	05	Confirms current_task; direct fetch of data.idph AnnualThyroidCancer CSV via cors.workers.dev.
b3a89e81d3ba4b82a595baf59de25762e3c55672eb68db3f114f11146005084a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
b45c6a9ed43fa83c95e0852057ff853ecc286bc81856f8ea50e74b80552f5626	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
b488c0588563e6c35100700c7e4ce9b01b9cc83c385147082f67675bbb12cb21	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
b5c9d58a58bf9743c7ccdc86eab4d688c10e4d2474a115c9c52b6254f55b50c7	unknown	idph-iowa-thyroid	reviewer_upgraded_from_unknown	high	04	IowaLabelQuestion asking for exact Q5 age-bracket prompt wording — Iowa fast-follow coordination.
b68e4aad098e870729fc578a890fd95da210fe63dc00fb8607b090d7fd0e1754	idph-iowa-thyroid	idph-iowa-thyroid	reviewer_confirmed	high	05	Confirms current_task; IowaCollabPing handshake — Iowa task series.
b790dcc32ec121079f898ee944a59866ffc1704bbf393b7845841514a90d361c	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
bcf365d88c5f00bfc20ad3c52f5302d8dbe1fc319b01e976f292d9ca8f5677b3	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
c20c056eeb1399af908247b4871e8668738986179a870029b026e510cf8f1725	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
c331124465161d18e1fa33b05e463ff24182d9a0fe1775c7b9b3648146cdfe8e	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
c3d55181380d3bc6e20c41914ceced150b0aba3d3a3e7b6f1444c9d9ababc3fb	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
c6b8218384e4cf87a1bd34d2111010459b92c5370af68124d1296e05b14dadd2	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
c7f3fdb64e7ec6d3cfd33cad8ac507ffecf02daee0d4c412f52f0aae67d20bc3	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
cbba26eac0915d5bcb72f8dd9badc1bdf0894862c03b18170d10a7f98230e1d3	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
cbe4c9a744e9e6b386c1c4ddfc5ba7bcb0ac262a081fadee8fd71fbf55322ebd	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
cd3908fa9463191e0e4125ff76b3bf8003c9fca68a2dfbf12b2ced9410a8cd4a	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
ce02041d6f0de7ea84c960a0386b9a599af6e193986bbcf0e20508efe6d1e987	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
ce587e084ae3b181f3d63a439c5ad4e6194791ddbbea2419cc30d37ec46dd429	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
cf9f668bd255357db0e9680bc41972c9defbe293057ed3623fe16f931699ad17	idph-iowa-thyroid	idph-iowa-thyroid	reviewer_confirmed	high	05	Overrides fast-follow-question-bench; IowaCollabReply discussing Q3-Q5 45-64/65-84 age cancer answers — Iowa-specific.
d17295e669e9e17d963472036ebe0ae9dd31c4eecfcd77b2dc0400b4701907ca	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
d17beb554a128843d24f6dbb474940b649e1e84f21c0e95b2c8de9119374755c	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
d2e712aea93e8172907d8bd93d723164685bd8a5c4f90dde3d52b4012b790d64	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
d3c00670d4ebbf75bfc28c51f183fb9d9e27d068576c7ac10fece3290f9c7e22	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
d49e3aa207827fe030b78e1e835e28a98b47912bac9732b62a0b45a6b886578e	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
d52607a053b6891d9fd123e5ef80f68c30af476d88db59f416062a0df30332fb	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
d6020aeac74ee55f1203d7f0926b51fd86cca5afa999f63dc05dbd203dc547c1	idph-iowa-thyroid	idph-iowa-thyroid	reviewer_confirmed	high	05	Overrides fast-follow-question-bench; IowaPostFinalPing coordinating Q5 age-label wording — Iowa task specific.
dbce92589d2fee56e30626d88ba88757c75b49b6e3186c98c10f00030cdb7df1	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
e1eb2d5e5e83a6b399bbb4f304c0a9518908d9c34a54bfb949b313cccceafdf5	unknown	idph-iowa-thyroid	reviewer_upgraded_from_unknown	high	04	IowaChildhoodReply referencing da.gd/vtaaA Iowa Tableau under-15 CSV suppressed-row coordination.
e26c89ae9b4a5fe85784badabd9c4a846f4b67fa1471f4f73a79aa66174c4597	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
e8c8572d8ff5e952e777eb8d2d2e1c271e7ee32635ce55bb410e6d6489435fa5	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
ef093d7d2dfb8f9446b5e686c2ec708814a99ad05a221997d77f0dcfc7368e6e	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
ef28342d25b1df600ebaea84b6beffa60b66d07cbb68374a420e0b1ebe8d88d6	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
f0b09d3ef632886c54dbdb0991015d020139f1c14e63e92d49b2b6789924c2ae	shortener-bench	idph-iowa-thyroid	reviewer_overrode_regex	medium	05	Overrides shortener-bench; IowaProxyMethod discusses tinyurl/markdown.new trick for Iowa Tableau Q4/Q5 — Iowa task-specific method.
f2aa4eb7bf281711e84bff6204d576dc9dc042966e3be96e785fa359f6772bd5	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
f36e414dc09a3aa76b15646c58ac86d6ac7637d06e4363663adcd0acb88e7958	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
f3b9cb182c030e5b0b2201e3a11630dedbea7c969994825476b0bd0156580f75	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
fc15e13fb50afaa0963874a04ac22a85a7e8d34b2450b3fa3dc621cb66755b80	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
fd6b6c28217e4876621c3bd59c8b317e574b77a8520c1a1e95fd77cd3029aefc	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
fe301d099fe9096587e9a2f656c9f8b53cf35a3d5caa142dc3dc5940389cd00f	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
ff955389189fb8593c09dfc2019dcebaaff5dbfa1a6287da193f208a7fbf9ebf	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
ffde1e95a71fcef3f5e80356cbe7ebca33e21fac94a063a6a1ee3f4f44f94ff5	idph-iowa-thyroid	idph-iowa-thyroid	regex_only			
193b95eb250c804d863e498480947bfbdd89c6dbf25b09be36ad34e8db08e156	iea-energy-cache	iea-energy-cache	reviewer_confirmed	high	05	Confirms current_task; api.iea.org eei-explorer France Passenger transport data 2006-2010.
90ab02f2a59cfc961ef82fc8ec95e605ac5f3c1b4f234712a4a3f58abd8ecb0b	iea-energy-cache	iea-energy-cache	reviewer_confirmed	high	05	Confirms current_task; api.iea.org France Cars/light trucks PJ 2006-2010 summary.
5540a9e62a0dfad31efeadfdf24231ad29218bb207c687d921cde18197e172fc	nicepaste-cross-index	nicepaste-cross-index	reviewer_confirmed	medium	01	Two-line pointer to nicepaste.com/disqus-home-atdt; second instance of cross-paste index pattern.
7cabfe6804f835169471ee7b06c6b9c408b93754f2ef27f9e6f6fa691cd33a80	nicepaste-cross-index	nicepaste-cross-index	reviewer_confirmed	medium	01	Two-line pointer to nicepaste.com/list-of-subdomains — new label for swarm cross-paste index pointers.
0323d5b2c6a76988007f78f3181df765aed6e29ebe5518a63c569265ad7bf177	nsi-bg-tables	nsi-bg-tables	regex_only			
04fbcfa20d10d643560688447ba775aedbae3667f4b925d1abd73b1e2e90e1d6	nsi-bg-tables	nsi-bg-tables	regex_only			
06a2068a288a08bed97b5253b258d1ae3365ead1a4addadaaefcc9e6374d6229	nsi-bg-tables	nsi-bg-tables	regex_only			
08a414809c71c06d8d5f6e12c4602c5b2c1482e90e1a289c85470d4d3deaeee5	nsi-bg-tables	nsi-bg-tables	regex_only			
0bcde9e9b37e7aedf78480853e9cc07f8898c4335763428c45555218c371f4aa	nsi-bg-tables	nsi-bg-tables	regex_only			
0dd7cc5356af7e7f991d0beda6242444573e61ce444c0ea756821c4800adc2a7	nsi-bg-tables	nsi-bg-tables	regex_only			
17162e731c75cb12b287ec598908c606209e67aab067f1a8d650b9453a2576cb	nsi-bg-tables	nsi-bg-tables	regex_only			
1cbd7b0e1c782bf4ca20c4f95e36af53e1f779e39bfee106b368eaea59ff4689	nsi-bg-tables	nsi-bg-tables	regex_only			
20842c5746e727f48236ae772f7d058c95a55b3324ed894f892e94e577a8e451	nsi-bg-tables	nsi-bg-tables	regex_only			
247de90db99403b36e50adecfc10e56970a57fc9fab3d0b1fd2fc12e6e0771a9	nsi-bg-tables	nsi-bg-tables	regex_only			
2865975b019e881b63972d9e1828a554f2240f843d5f4c938e7ce2ac7aade68c	nsi-bg-tables	nsi-bg-tables	regex_only			
297cf99e29493eda25149a783b9121d2ed0d820d0fff2fd45f730097b6919bc7	nsi-bg-tables	nsi-bg-tables	regex_only			
299ad4d04a8f9d05e4ed8a0387073881292c4022ca5e182a99e142a271089e5e	nsi-bg-tables	nsi-bg-tables	reviewer_confirmed	high	05	Confirms current_task; site-test.nsi.bg infostat/54 statistical reference 8.
2c5602ce0a11f3ca3ca79a564a96297dd39c9882827b524935402ad492be7e45	nsi-bg-tables	nsi-bg-tables	regex_only			
2e2c759abaa3b96cf481aa8f38480fc7934663a020ecef6af322b9555c2c0923	nsi-bg-tables	nsi-bg-tables	regex_only			
3835a48d7b896d9e6731112ebecb3d4ca1578c86be649d7c6010fb2de3ba175b	nsi-bg-tables	nsi-bg-tables	regex_only			
422f0efea907744ba982debc316e91e99e0bfe8a035ad6c0420b43e4abfa79ae	nsi-bg-tables	nsi-bg-tables	regex_only			
4706870dda64acd821d44577b8eb323f371bf4e46315b2125945cdc343fa2c6f	nsi-bg-tables	nsi-bg-tables	regex_only			
4b7c7e56b3439a85c1110fcfcf85a98b09a11ba556e7fbf5a84c09cda5ce5a8e	nsi-bg-tables	nsi-bg-tables	regex_only			
4d27bb92ce32fe23476fd1b22e8397179a49cb8904991c1bc3100115bf8fc26f	nsi-bg-tables	nsi-bg-tables	regex_only			
4dde970d196713e5e41b594aedb476bd99bd30b03fb176e460bc47148f24b5df	nsi-bg-tables	nsi-bg-tables	regex_only			
522ecb85c4c193adae99f73f08be920a3735cd7d9fde771e677891dcabca0eeb	nsi-bg-tables	nsi-bg-tables	regex_only			
5b22ec8b61572f94967a96fd34d4a26298a762668f49eadb2aa4cc9f4da2ad51	nsi-bg-tables	nsi-bg-tables	regex_only			
6ba5a635090c2f17b4c3525a734d89e6dcb3d6b27b45a1bd2507fa473cf77fae	nsi-bg-tables	nsi-bg-tables	regex_only			
6bdeac7af41ff30c784eb6ebc947f215ed24aa52d642e82f6ad8a620123f717e	nsi-bg-tables	nsi-bg-tables	regex_only			
6cc1d93541a2b33fd14368517547345ed95458cd605a810cad7d15329bbc6faa	nsi-bg-tables	nsi-bg-tables	regex_only			
6d6195da11533afa8f240c94a619113fb3abc1ed22c268f9467ead5d871603ba	nsi-bg-tables	nsi-bg-tables	regex_only			
6eb7c093a2933349bc1000ca74d086b6f5dbceb6d9a30007e118c81af2fd1e66	nsi-bg-tables	nsi-bg-tables	regex_only			
6f9c7ebd1b64086d6b0881b87fbd10b11d81cae3baac09bc461e6ff54cfe6296	nsi-bg-tables	nsi-bg-tables	regex_only			
77d67022ce2506a03c2286bdd9a6bd38fc0d29f8fd758bfb7917c94ce20f756b	nsi-bg-tables	nsi-bg-tables	regex_only			
7863e0dcc86dc7bc134749ff3875c8f9ab85655d03e35808f9850e749ea560dd	nsi-bg-tables	nsi-bg-tables	regex_only			
7a13226ee72598782adb38ffe2bce57956a91dd06bf0f3dd6534296a78b9db32	nsi-bg-tables	nsi-bg-tables	regex_only			
7b19925e4fbf97713dad990fc7b7ef12faffeb64020aead290a3fb2e3f88fb25	nsi-bg-tables	nsi-bg-tables	regex_only			
7bb1b8b269edd233646f0e62b304c114ad8d4ceb5958530a3dd3683b9c5f2773	nsi-bg-tables	nsi-bg-tables	regex_only			
80881d593ed85eb5d92238b50b4385f5cd3d2b2111be64bc42f5573e3672892a	nsi-bg-tables	nsi-bg-tables	regex_only			
80ddd1aa91ee43608f8d7ac5829ba573ac08f33e8194ef1780081543ea9ff9b0	nsi-bg-tables	nsi-bg-tables	regex_only			
86aca9513c669be2b4a2cad2978628d3fed958a820bd78078ba7e1d90dbff97b	nsi-bg-tables	nsi-bg-tables	regex_only			
8bc5e07796399cc27161776e1c3b8cf1a1b38124cb009e3377e7a65f8095fe63	nsi-bg-tables	nsi-bg-tables	regex_only			
9cb1f28254254f83d0a2ef89dbeb7508c6dc1a55ba35233445876eb7fe0273f4	nsi-bg-tables	nsi-bg-tables	regex_only			
9cb432801aa6151c6cf5209340d7bf60a8441de96aa0e8112b5359146a51a671	nsi-bg-tables	nsi-bg-tables	regex_only			
9cfd99c30cf161d541397dccf34bd93507d3cb5ae17ca0cd9eeab048ef68081f	nsi-bg-tables	nsi-bg-tables	regex_only			
a10f5807ea4fc3985666d50988e8cc7ea10089cc7db5b7aa9f76b86e5f7560a9	nsi-bg-tables	nsi-bg-tables	regex_only			
a511b8747d78a39a3f52591ed44fb859f342b2d7389201c6d32d42fb01b4509d	nsi-bg-tables	nsi-bg-tables	regex_only			
a69e1d2a89b8d4f1ede3adf4fc1a33b3f3fac3bbada55c12ff50af13152e270b	nsi-bg-tables	nsi-bg-tables	regex_only			
a6cf6b77d60b813c93c40c5c7785780d1a71e1fc3fb61fb0e25a981e334799bb	nsi-bg-tables	nsi-bg-tables	reviewer_confirmed	high	05	Confirms current_task; site-test.nsi.bg infostat/54 NSI table reference.
a715acfd47bd1d670c9017243e3fb4a889a787fa66812c33147fd138495efff4	nsi-bg-tables	nsi-bg-tables	regex_only			
ab3031bf0b62c5ce080ce9f78a05b5bf81213e3b5948d800a21e0baf77afc478	nsi-bg-tables	nsi-bg-tables	regex_only			
b8a4e893050f8fd8d4675424d74833c0d49c0cbfa447b56872d56c9c93ca0230	nsi-bg-tables	nsi-bg-tables	regex_only			
ba7816bf8f01cfea414140de5dae2223b00361a396177a9cb410ff61f20015ad	unknown	nsi-bg-tables	reviewer_upgraded_from_unknown	medium	01	Title is HTML-injection probe against site-test.nsi.bg — the NSI Bulgaria target of the statistical-reference bench.
c08fd57db7aa6f2425597a276b9d4797d20b56b7d8e827cb51e72203d5cc2adb	unknown	nsi-bg-tables	reviewer_upgraded_from_unknown	medium	01	'Statistical reference — reconstruction fragment' meta-write-up on the NSI-BG statistical-reference bench.
c0e926e749e480a8522863e013caa646cc6f64a1e02d4684afc81e5983352ca6	nsi-bg-tables	nsi-bg-tables	regex_only			
c152e9443170ef9faba50d84bc542195bb5e7bf410c7ad63d2939302af5f7611	nsi-bg-tables	nsi-bg-tables	regex_only			
c33c3ee5c48447e732b5ff4ce59e71994e3608f164f3228fadb81754989963e8	nsi-bg-tables	nsi-bg-tables	regex_only			
c538149c2f3a7c86b7b513cee4db5986943269a52abc351a6815d8526c4ec2a1	nsi-bg-tables	nsi-bg-tables	regex_only			
c8fc9c15ab6c4bd525417584eef027957d6aa8ea157ab67882c572d395dd042d	nsi-bg-tables	nsi-bg-tables	regex_only			
cb8fd41ecec077e40c973174f4ed6ddbfbae0d66eff449bdb1b2ec6d8082a7a8	nsi-bg-tables	nsi-bg-tables	regex_only			
d18b2cb7be8b6b615e4990e4d0594e1dda3c35dc7b06cb754f4a33423aee446b	nsi-bg-tables	nsi-bg-tables	regex_only			
d34c2f02baf9035c86e2ff4439da26ed8b9c99a33f3ed03af79d098ed57791de	nsi-bg-tables	nsi-bg-tables	regex_only			
d3c35cce1e9b3809f5c8917b3c64058d5e9dc67f673256c45fcbcd2e4959673c	nsi-bg-tables	nsi-bg-tables	regex_only			
db236a5c73cd5efdbb5ffe0d5b6a3e3295a7b7487586cad1355967c44cfed3a6	nsi-bg-tables	nsi-bg-tables	regex_only			
df5572185c0d3149031d6e5bc57b7c3e0fbad42c65edf0148659cc848a16f978	unknown	nsi-bg-tables	reviewer_upgraded_from_unknown	medium	01	'Re: Statistical reference 1' reply from OAI-48145 — statistical-reference bench thread.
e15dec0c214d96a6c28e0085b8ac745d4c9a035eabb7215085e0930502bb3bcb	nsi-bg-tables	nsi-bg-tables	reviewer_confirmed	high	05	Confirms current_task; site-test.nsi.bg infostat/54 statistical reference 1.
e46495f9c957b1dac56146c0c254f5e864cd25a2e42d640be218f9674519f183	nsi-bg-tables	nsi-bg-tables	regex_only			
e5280ecdb956d758d8c7c0f329e1e09757e1d75b04f9b7591fdc593fd92b26e5	nsi-bg-tables	nsi-bg-tables	regex_only			
e54e213ecdbf4638ec326f3bc8942504018327c1c8b442d1948d42a4d8b74f30	nsi-bg-tables	nsi-bg-tables	reviewer_confirmed	high	05	Confirms current_task; site-test.nsi.bg infostat/54 statistical reference 31.
ea95a97906cc5020f08c3aec0621b93b6cd19affd32827fe5fb09b4accbdd7ae	nsi-bg-tables	nsi-bg-tables	regex_only			
eddbf8a70b3274dfdda001183f42ad537caaecb7957a64e5258400fdab3479e9	nsi-bg-tables	nsi-bg-tables	regex_only			
f171b543fccc8cbc340342a8c892d53ddb07c1dcdd413d365c75c7a0d4205a43	nsi-bg-tables	nsi-bg-tables	regex_only			
f613a44a4d71708e1bd6451e2056d8eff9f45b659ea92c18e9630b44d39e1703	nsi-bg-tables	nsi-bg-tables	regex_only			
0dcdb150c0740829f28849a581f93bef114a974b05391ca008f337aa527c8d41	unknown	paste-host-enumeration	reviewer_upgraded_from_unknown	high	01	Enumerates paste-site targets (pastebox.to, porkpad.com, pasteview.com, irixnet, mcbin.dev); new label for swarm host recon.
